BMI,Gender,Age,Fitness_Level,Goal,Exercise
19.9,Male,37,Advanced,Fat Loss,Jump Rope
34.3,Female,36,Beginner,Endurance,Running (Outdoor)
18.7,Female,60,Intermediate,Fat Loss,Burpees
28.2,Female,18,Intermediate,Strength,Dumbbell Rows
17.8,Female,20,Advanced,Flexibility,Pigeon Pose
15.9,Male,53,Beginner,Flexibility,Forward Fold
15.7,Female,45,Advanced,Flexibility,Pigeon Pose
15.7,Female,45,Advanced,Flexibility,Deep Squat Hold
20.6,Female,30,Advanced,Strength,T-Bar Row
22.1,Male,38,Intermediate,Fat Loss,Goblet Squat
25.3,Male,22,Intermediate,Strength,Leg Press
19.5,Male,47,Advanced,Fat Loss,Burpees
16.8,Female,59,Intermediate,Fat Loss,Burpees
31.8,Female,47,Beginner,Flexibility,Cat-Cow Stretch
23.8,Female,59,Intermediate,Fat Loss,Kettlebell Swing
27.3,Male,51,Beginner,Endurance,Wall Sit
23.4,Male,51,Advanced,Fat Loss,Jumping Jacks
24.2,Female,25,Intermediate,Endurance,Cycling (Outdoor)
26.6,Female,23,Beginner,Fat Loss,Jump Rope
28.8,Male,50,Intermediate,Endurance,Recumbent Bike
21.0,Female,60,Intermediate,Strength,Dumbbell Rows
15.6,Male,33,Beginner,Fat Loss,Mountain Climbers
21.0,Female,60,Beginner,Strength,T-Bar Row
15.7,Female,45,Advanced,Flexibility,Child's Pose
19.1,Male,46,Advanced,Endurance,Wall Sit
19.9,Male,36,Intermediate,Strength,Deadlift
22.1,Male,24,Advanced,Strength,Lat Pulldown
24.5,Female,18,Advanced,Fat Loss,Kettlebell Swing
18.0,Female,52,Intermediate,Strength,Bench Press
22.2,Male,59,Beginner,Flexibility,Cat-Cow Stretch
32.7,Female,58,Beginner,Endurance,Plank
34.0,Male,50,Beginner,Fat Loss,Jump Rope
18.3,Male,36,Advanced,Endurance,Plank
17.1,Male,23,Advanced,Endurance,Push Ups
15.7,Female,18,Intermediate,Flexibility,Pigeon Pose
23.9,Male,25,Beginner,Fat Loss,Dumbbell Lunges
31.9,Male,27,Beginner,Flexibility,Forward Fold
20.8,Male,21,Beginner,Fat Loss,Step Ups
19.9,Female,22,Intermediate,Strength,Pull Ups
24.9,Male,53,Advanced,Strength,Lat Pulldown
33.0,Female,24,Beginner,Fat Loss,Jump Rope
34.0,Male,53,Advanced,Strength,Overhead Press
23.5,Male,18,Beginner,Endurance,Push Ups
34.5,Male,18,Intermediate,Fat Loss,Jumping Jacks
24.0,Male,36,Intermediate,Strength,Deadlift
20.6,Female,30,Advanced,Strength,Machine Chest Fly
21.5,Female,57,Intermediate,Flexibility,Hamstring Stretch (Standing)
22.9,Male,30,Intermediate,Fat Loss,Dumbbell Lunges
25.1,Female,35,Advanced,Fat Loss,Goblet Squat
16.9,Female,30,Intermediate,Endurance,Battle Ropes
18.9,Male,35,Advanced,Endurance,Battle Ropes
22.5,Female,59,Advanced,Strength,T-Bar Row
29.9,Female,35,Advanced,Flexibility,Pigeon Pose
23.7,Female,20,Intermediate,Fat Loss,Running (Treadmill)
32.7,Male,24,Beginner,Flexibility,Spiderman Stretch
31.4,Male,19,Advanced,Endurance,Recumbent Bike
33.1,Female,46,Intermediate,Strength,Overhead Press
26.0,Female,47,Intermediate,Strength,Deadlift
24.2,Female,25,Intermediate,Endurance,Battle Ropes
31.8,Female,47,Beginner,Strength,Overhead Press
34.7,Female,51,Advanced,Endurance,Recumbent Bike
20.7,Male,20,Beginner,Flexibility,Cat-Cow Stretch
18.2,Male,34,Intermediate,Endurance,Running (Outdoor)
19.9,Male,22,Intermediate,Strength,Leg Press
28.7,Male,56,Intermediate,Flexibility,Deep Squat Hold
18.6,Male,38,Intermediate,Endurance,Plank
18.1,Female,30,Advanced,Fat Loss,Running (Treadmill)
22.6,Male,39,Advanced,Fat Loss,Kettlebell Swing
34.0,Male,53,Advanced,Strength,Leg Press
31.5,Female,24,Beginner,Flexibility,Pigeon Pose
31.1,Female,49,Advanced,Flexibility,Pigeon Pose
22.3,Male,46,Beginner,Strength,Deadlift
18.9,Male,30,Intermediate,Strength,Deadlift
28.6,Female,39,Intermediate,Fat Loss,Mountain Climbers
22.5,Female,59,Advanced,Strength,Bench Press
16.4,Male,58,Beginner,Strength,Overhead Press
19.1,Male,46,Advanced,Endurance,Running (Outdoor)
25.6,Male,51,Beginner,Strength,Barbell Squat
24.3,Female,33,Intermediate,Fat Loss,Mountain Climbers
28.0,Female,56,Intermediate,Flexibility,Forward Fold
17.9,Female,55,Advanced,Flexibility,Deep Squat Hold
17.2,Female,58,Advanced,Endurance,Push Ups
32.6,Male,33,Advanced,Flexibility,Shoulder Pass-Throughs
15.2,Female,23,Intermediate,Endurance,Running (Outdoor)
30.7,Male,58,Intermediate,Strength,Dumbbell Rows
25.3,Male,22,Intermediate,Strength,Leg Press
20.0,Male,57,Beginner,Strength,Pull Ups
23.0,Female,60,Advanced,Flexibility,Pigeon Pose
22.3,Female,53,Advanced,Strength,Machine Leg Extension
21.7,Male,55,Beginner,Endurance,Battle Ropes
17.1,Male,60,Beginner,Fat Loss,Burpees
30.3,Male,59,Beginner,Flexibility,Deep Squat Hold
28.6,Female,36,Advanced,Flexibility,Shoulder Pass-Throughs
28.7,Male,58,Advanced,Endurance,Plank
23.8,Male,55,Advanced,Flexibility,Shoulder Pass-Throughs
30.4,Male,22,Intermediate,Fat Loss,Jumping Jacks
17.9,Female,34,Advanced,Endurance,Kettlebell Clean & Press
17.1,Female,33,Advanced,Strength,Pull Ups
30.1,Male,48,Intermediate,Fat Loss,Burpees
29.4,Female,50,Beginner,Fat Loss,Running (Treadmill)
19.9,Male,36,Intermediate,Strength,Dumbbell Rows
16.9,Male,27,Advanced,Strength,Barbell Squat
31.5,Male,22,Beginner,Endurance,Plank
34.7,Male,59,Intermediate,Strength,Pull Ups
23.4,Male,51,Advanced,Fat Loss,Running (Treadmill)
22.7,Female,21,Advanced,Fat Loss,Mountain Climbers
18.6,Male,27,Beginner,Strength,Leg Press
16.7,Male,58,Intermediate,Flexibility,Cat-Cow Stretch
19.4,Female,36,Advanced,Flexibility,Child's Pose
15.5,Male,46,Intermediate,Strength,Leg Press
34.6,Male,38,Intermediate,Flexibility,Deep Squat Hold
26.5,Female,25,Advanced,Flexibility,Shoulder Pass-Throughs
29.4,Male,49,Intermediate,Strength,T-Bar Row
32.7,Female,51,Intermediate,Endurance,Push Ups
21.8,Female,24,Beginner,Endurance,Push Ups
22.8,Female,58,Intermediate,Flexibility,Child's Pose
17.3,Female,54,Beginner,Fat Loss,Elliptical Trainer
32.7,Male,58,Beginner,Fat Loss,Step Ups
34.0,Female,33,Beginner,Fat Loss,Dumbbell Lunges
27.7,Female,26,Intermediate,Strength,Deadlift
34.0,Male,50,Beginner,Fat Loss,Mountain Climbers
32.2,Male,55,Advanced,Flexibility,Cat-Cow Stretch
27.0,Female,23,Advanced,Endurance,Plank
20.0,Female,57,Advanced,Fat Loss,Goblet Squat
16.9,Male,27,Advanced,Strength,Bench Press
17.9,Male,58,Advanced,Strength,Lat Pulldown
34.8,Female,38,Beginner,Flexibility,Forward Fold
33.1,Female,59,Advanced,Fat Loss,Goblet Squat
28.4,Male,45,Advanced,Flexibility,Cat-Cow Stretch
34.2,Male,27,Advanced,Flexibility,Hamstring Stretch (Standing)
30.1,Male,48,Intermediate,Fat Loss,Burpees
25.2,Female,39,Beginner,Endurance,Air Squats
21.8,Female,24,Beginner,Endurance,Recumbent Bike
22.2,Male,60,Intermediate,Strength,Barbell Squat
22.7,Female,21,Advanced,Fat Loss,Step Ups
24.3,Female,33,Intermediate,Fat Loss,Jumping Jacks
27.9,Female,23,Intermediate,Endurance,Plank
34.6,Female,50,Advanced,Fat Loss,Step Ups
26.6,Female,23,Beginner,Fat Loss,Elliptical Trainer
24.2,Female,35,Advanced,Endurance,Push Ups
31.0,Female,32,Intermediate,Strength,Machine Leg Extension
19.4,Female,27,Beginner,Endurance,Kettlebell Clean & Press
33.4,Male,60,Intermediate,Strength,T-Bar Row
18.7,Female,60,Intermediate,Fat Loss,Jump Rope
26.0,Female,55,Beginner,Strength,Barbell Squat
31.8,Female,47,Beginner,Flexibility,Cat-Cow Stretch
28.2,Female,18,Intermediate,Strength,Machine Chest Fly
15.8,Female,56,Intermediate,Endurance,Cycling (Outdoor)
22.6,Male,33,Beginner,Flexibility,Forward Fold
18.5,Female,23,Beginner,Strength,T-Bar Row
32.7,Female,58,Beginner,Endurance,Battle Ropes
28.3,Male,55,Advanced,Fat Loss,Jumping Jacks
27.7,Female,57,Advanced,Flexibility,Deep Squat Hold
16.5,Male,49,Beginner,Endurance,Recumbent Bike
23.7,Female,20,Intermediate,Fat Loss,Burpees
27.0,Female,46,Beginner,Flexibility,Deep Squat Hold
28.6,Female,39,Intermediate,Fat Loss,Mountain Climbers
33.9,Female,48,Intermediate,Flexibility,Forward Fold
27.4,Female,56,Advanced,Endurance,Battle Ropes
23.3,Female,36,Intermediate,Fat Loss,Jump Rope
27.0,Female,23,Advanced,Endurance,Wall Sit
17.1,Male,60,Beginner,Fat Loss,Dumbbell Lunges
18.8,Male,33,Beginner,Strength,Deadlift
21.7,Male,55,Beginner,Endurance,Running (Outdoor)
30.2,Female,55,Advanced,Strength,Leg Press
25.7,Male,35,Beginner,Fat Loss,Goblet Squat
25.2,Female,32,Advanced,Fat Loss,Running (Treadmill)
16.9,Female,30,Intermediate,Endurance,Air Squats
19.5,Male,32,Intermediate,Endurance,Running (Outdoor)
22.7,Female,21,Advanced,Fat Loss,Mountain Climbers
30.2,Female,55,Advanced,Strength,Pull Ups
25.6,Male,25,Intermediate,Endurance,Air Squats
22.3,Female,36,Beginner,Fat Loss,Mountain Climbers
19.5,Male,47,Advanced,Fat Loss,Jumping Jacks
18.3,Male,36,Advanced,Endurance,Kettlebell Clean & Press
19.4,Female,27,Beginner,Endurance,Wall Sit
26.5,Female,59,Intermediate,Fat Loss,Goblet Squat
18.6,Male,38,Intermediate,Endurance,Push Ups
18.5,Male,59,Beginner,Flexibility,Forward Fold
34.5,Male,18,Intermediate,Fat Loss,Running (Treadmill)
34.0,Male,56,Intermediate,Endurance,Running (Outdoor)
25.3,Male,22,Intermediate,Strength,T-Bar Row
33.8,Male,26,Intermediate,Fat Loss,Kettlebell Swing
22.5,Male,31,Advanced,Strength,Machine Leg Extension
28.2,Male,45,Beginner,Flexibility,Child's Pose
23.3,Female,51,Beginner,Fat Loss,Mountain Climbers
21.8,Male,37,Advanced,Strength,Machine Leg Extension
21.8,Male,37,Advanced,Strength,Overhead Press
22.9,Male,30,Intermediate,Fat Loss,Jumping Jacks
21.5,Male,34,Intermediate,Flexibility,Shoulder Pass-Throughs
33.8,Male,36,Advanced,Fat Loss,Burpees
22.1,Male,24,Advanced,Strength,Leg Press
27.4,Male,26,Beginner,Strength,Machine Chest Fly
24.1,Female,30,Intermediate,Fat Loss,Mountain Climbers
27.4,Male,26,Beginner,Strength,Machine Leg Extension
17.2,Female,59,Intermediate,Endurance,Cycling (Outdoor)
16.8,Male,51,Intermediate,Fat Loss,Jump Rope
25.6,Male,25,Intermediate,Endurance,Cycling (Outdoor)
19.0,Male,56,Intermediate,Fat Loss,Kettlebell Swing
18.7,Female,60,Intermediate,Fat Loss,Dumbbell Lunges
15.1,Female,55,Beginner,Fat Loss,Running (Treadmill)
33.5,Female,50,Intermediate,Strength,Dumbbell Rows
34.8,Female,50,Intermediate,Fat Loss,Dumbbell Lunges
22.7,Female,21,Advanced,Fat Loss,Mountain Climbers
16.6,Male,58,Beginner,Endurance,Plank
22.5,Male,31,Advanced,Strength,Machine Leg Extension
20.7,Female,46,Advanced,Fat Loss,Goblet Squat
23.3,Male,20,Intermediate,Endurance,Push Ups
20.0,Female,57,Advanced,Fat Loss,Burpees
31.7,Male,37,Beginner,Strength,Leg Press
29.5,Female,45,Advanced,Strength,Deadlift
19.0,Male,56,Intermediate,Fat Loss,Burpees
32.1,Male,36,Advanced,Endurance,Wall Sit
32.1,Male,36,Advanced,Endurance,Push Ups
26.0,Female,47,Intermediate,Strength,Deadlift
29.1,Female,37,Intermediate,Endurance,Kettlebell Clean & Press
22.3,Male,32,Beginner,Strength,Leg Press
25.3,Female,19,Intermediate,Flexibility,Cat-Cow Stretch
34.3,Female,21,Beginner,Flexibility,Forward Fold
33.3,Female,48,Advanced,Endurance,Recumbent Bike
26.0,Female,47,Intermediate,Strength,Barbell Squat
31.2,Male,36,Intermediate,Fat Loss,Goblet Squat
29.2,Female,26,Beginner,Endurance,Push Ups
33.4,Male,60,Intermediate,Strength,Deadlift
33.8,Male,36,Advanced,Fat Loss,Dumbbell Lunges
26.3,Male,31,Beginner,Endurance,Plank
22.5,Female,59,Advanced,Strength,Pull Ups
18.0,Female,21,Advanced,Endurance,Battle Ropes
28.1,Female,49,Intermediate,Fat Loss,Step Ups
20.1,Female,57,Advanced,Strength,Bench Press
16.8,Male,23,Advanced,Strength,Lat Pulldown
17.8,Female,20,Advanced,Flexibility,Forward Fold
31.1,Male,52,Advanced,Strength,Leg Press
17.7,Female,36,Beginner,Fat Loss,Step Ups
27.3,Female,20,Advanced,Strength,Bench Press
34.5,Male,18,Intermediate,Fat Loss,Dumbbell Lunges
32.5,Male,59,Intermediate,Flexibility,Pigeon Pose
30.1,Male,48,Intermediate,Fat Loss,Goblet Squat
21.7,Male,55,Beginner,Endurance,Cycling (Outdoor)
31.2,Male,36,Intermediate,Fat Loss,Jump Rope
20.6,Male,57,Intermediate,Fat Loss,Elliptical Trainer
17.9,Male,58,Advanced,Strength,Lat Pulldown
30.7,Female,52,Beginner,Strength,Lat Pulldown
27.0,Female,46,Beginner,Flexibility,Pigeon Pose
15.7,Female,18,Intermediate,Flexibility,Child's Pose
34.7,Male,59,Intermediate,Strength,Lat Pulldown
15.3,Male,26,Advanced,Endurance,Plank
27.5,Female,20,Advanced,Fat Loss,Mountain Climbers
35.0,Female,56,Intermediate,Endurance,Push Ups
17.9,Female,35,Advanced,Flexibility,Spiderman Stretch
18.5,Female,33,Beginner,Endurance,Battle Ropes
19.1,Female,60,Beginner,Strength,Deadlift
28.0,Female,56,Intermediate,Flexibility,Forward Fold
34.6,Female,50,Advanced,Fat Loss,Jumping Jacks
33.1,Male,19,Advanced,Flexibility,Forward Fold
18.5,Female,23,Beginner,Strength,T-Bar Row
24.9,Male,53,Advanced,Strength,Deadlift
28.3,Male,55,Advanced,Fat Loss,Jumping Jacks
25.8,Male,51,Intermediate,Flexibility,Hamstring Stretch (Standing)
22.9,Male,59,Advanced,Fat Loss,Mountain Climbers
17.2,Female,59,Intermediate,Endurance,Plank
22.3,Male,46,Advanced,Fat Loss,Jump Rope
30.5,Female,25,Intermediate,Fat Loss,Step Ups
32.5,Male,59,Intermediate,Flexibility,Spiderman Stretch
15.5,Female,25,Beginner,Strength,Barbell Squat
18.0,Female,21,Advanced,Endurance,Battle Ropes
26.6,Male,56,Advanced,Fat Loss,Jump Rope
27.1,Female,47,Intermediate,Strength,Bench Press
27.0,Female,55,Advanced,Endurance,Wall Sit
18.9,Male,46,Intermediate,Flexibility,Spiderman Stretch
20.5,Male,19,Advanced,Strength,Overhead Press
17.9,Female,34,Advanced,Endurance,Push Ups
32.6,Male,24,Beginner,Fat Loss,Step Ups
29.5,Female,27,Intermediate,Flexibility,Forward Fold
27.1,Female,20,Advanced,Endurance,Running (Outdoor)
23.3,Female,51,Beginner,Fat Loss,Step Ups
15.9,Male,53,Beginner,Flexibility,Forward Fold
15.7,Male,31,Intermediate,Endurance,Air Squats
33.8,Male,36,Advanced,Fat Loss,Step Ups
22.3,Female,60,Beginner,Strength,Barbell Squat
15.6,Male,20,Beginner,Fat Loss,Kettlebell Swing
31.9,Male,27,Beginner,Flexibility,Spiderman Stretch
17.2,Female,58,Advanced,Endurance,Battle Ropes
22.9,Male,30,Intermediate,Fat Loss,Running (Treadmill)
26.7,Female,39,Intermediate,Flexibility,Spiderman Stretch
17.7,Male,53,Intermediate,Fat Loss,Jumping Jacks
21.1,Female,18,Beginner,Endurance,Air Squats
31.0,Female,60,Intermediate,Fat Loss,Elliptical Trainer
17.2,Female,58,Advanced,Endurance,Battle Ropes
18.8,Female,53,Intermediate,Flexibility,Hamstring Stretch (Standing)
26.2,Male,26,Beginner,Flexibility,Child's Pose
29.1,Male,22,Intermediate,Flexibility,Deep Squat Hold
20.6,Male,37,Beginner,Strength,Deadlift
22.2,Male,59,Beginner,Flexibility,Pigeon Pose
23.9,Male,34,Advanced,Strength,Leg Press
32.2,Female,21,Intermediate,Strength,Bench Press
28.4,Female,59,Intermediate,Strength,Lat Pulldown
20.7,Male,20,Beginner,Flexibility,Child's Pose
17.1,Male,48,Advanced,Strength,Dumbbell Rows
31.8,Female,47,Beginner,Flexibility,Cat-Cow Stretch
16.0,Male,57,Advanced,Endurance,Recumbent Bike
23.0,Male,54,Beginner,Strength,Overhead Press
34.6,Female,50,Intermediate,Flexibility,Deep Squat Hold
34.8,Female,38,Beginner,Flexibility,Shoulder Pass-Throughs
34.0,Female,33,Beginner,Fat Loss,Jump Rope
27.9,Male,25,Intermediate,Flexibility,Hamstring Stretch (Standing)
16.0,Male,50,Advanced,Fat Loss,Jumping Jacks
24.4,Female,47,Advanced,Strength,Deadlift
24.4,Male,25,Advanced,Strength,T-Bar Row
18.9,Male,30,Intermediate,Strength,Lat Pulldown
21.9,Male,20,Beginner,Strength,T-Bar Row
33.8,Male,26,Intermediate,Fat Loss,Kettlebell Swing
23.5,Female,27,Advanced,Endurance,Air Squats
16.7,Female,25,Advanced,Flexibility,Cat-Cow Stretch
34.5,Male,18,Intermediate,Fat Loss,Mountain Climbers
27.5,Female,36,Intermediate,Flexibility,Shoulder Pass-Throughs
18.1,Female,60,Intermediate,Strength,T-Bar Row
24.0,Male,36,Intermediate,Strength,Pull Ups
23.8,Male,48,Intermediate,Flexibility,Cat-Cow Stretch
15.8,Female,56,Intermediate,Endurance,Cycling (Outdoor)
21.1,Female,18,Beginner,Endurance,Running (Outdoor)
24.9,Male,53,Advanced,Strength,T-Bar Row
24.9,Female,45,Beginner,Flexibility,Shoulder Pass-Throughs
22.7,Female,34,Beginner,Endurance,Running (Outdoor)
34.0,Male,32,Intermediate,Strength,Pull Ups
17.1,Male,48,Advanced,Strength,Dumbbell Rows
16.8,Male,22,Advanced,Flexibility,Deep Squat Hold
24.4,Female,47,Advanced,Strength,T-Bar Row
35.0,Female,56,Intermediate,Endurance,Kettlebell Clean & Press
29.9,Female,45,Beginner,Flexibility,Child's Pose
21.7,Male,55,Beginner,Endurance,Cycling (Outdoor)
34.1,Female,46,Intermediate,Endurance,Battle Ropes
26.1,Female,20,Advanced,Flexibility,Hamstring Stretch (Standing)
16.7,Female,20,Intermediate,Endurance,Kettlebell Clean & Press
30.8,Female,27,Beginner,Flexibility,Pigeon Pose
25.9,Female,55,Beginner,Flexibility,Pigeon Pose
27.4,Female,56,Advanced,Endurance,Running (Outdoor)
31.0,Female,32,Intermediate,Strength,Dumbbell Rows
25.3,Female,32,Beginner,Strength,Machine Leg Extension
24.2,Female,35,Advanced,Endurance,Air Squats
23.7,Female,48,Beginner,Fat Loss,Kettlebell Swing
29.2,Female,30,Beginner,Fat Loss,Dumbbell Lunges
26.0,Male,55,Beginner,Strength,Barbell Squat
19.8,Male,56,Beginner,Flexibility,Pigeon Pose
27.5,Female,20,Advanced,Fat Loss,Dumbbell Lunges
25.9,Female,36,Beginner,Flexibility,Cat-Cow Stretch
19.6,Male,52,Intermediate,Endurance,Air Squats
18.3,Male,54,Intermediate,Strength,Lat Pulldown
30.5,Female,25,Intermediate,Fat Loss,Kettlebell Swing
16.3,Female,60,Beginner,Flexibility,Pigeon Pose
28.6,Female,36,Advanced,Flexibility,Hamstring Stretch (Standing)
31.1,Male,52,Advanced,Strength,Pull Ups
22.8,Female,58,Intermediate,Flexibility,Pigeon Pose
20.4,Female,32,Beginner,Strength,Bench Press
27.8,Male,55,Beginner,Endurance,Wall Sit
18.3,Male,54,Intermediate,Strength,Lat Pulldown
30.9,Female,57,Intermediate,Endurance,Air Squats
32.6,Male,33,Advanced,Flexibility,Spiderman Stretch
29.4,Male,37,Beginner,Endurance,Battle Ropes
15.8,Female,56,Intermediate,Endurance,Plank
30.9,Female,57,Intermediate,Endurance,Push Ups
29.4,Male,49,Intermediate,Strength,Machine Chest Fly
33.3,Female,48,Advanced,Endurance,Running (Outdoor)
26.7,Female,39,Intermediate,Flexibility,Deep Squat Hold
22.1,Male,38,Intermediate,Fat Loss,Kettlebell Swing
15.2,Female,30,Beginner,Strength,Overhead Press
17.8,Male,23,Intermediate,Fat Loss,Jump Rope
32.3,Male,54,Beginner,Strength,T-Bar Row
28.5,Male,58,Beginner,Endurance,Running (Outdoor)
23.6,Female,55,Beginner,Endurance,Plank
25.3,Female,32,Beginner,Strength,Machine Leg Extension
21.8,Female,24,Beginner,Endurance,Air Squats
22.1,Male,58,Advanced,Fat Loss,Running (Treadmill)
16.7,Female,25,Advanced,Flexibility,Shoulder Pass-Throughs
17.3,Female,33,Intermediate,Flexibility,Forward Fold
31.5,Female,24,Beginner,Flexibility,Forward Fold
19.2,Male,47,Beginner,Endurance,Kettlebell Clean & Press
19.1,Female,60,Beginner,Strength,Machine Leg Extension
22.0,Male,49,Beginner,Flexibility,Spiderman Stretch
16.0,Male,57,Advanced,Endurance,Recumbent Bike
33.2,Male,36,Beginner,Fat Loss,Running (Treadmill)
34.0,Male,56,Intermediate,Endurance,Cycling (Outdoor)
21.9,Female,57,Beginner,Flexibility,Hamstring Stretch (Standing)
17.4,Male,39,Intermediate,Strength,Lat Pulldown
31.6,Female,56,Beginner,Flexibility,Deep Squat Hold
32.7,Male,58,Beginner,Fat Loss,Goblet Squat
34.6,Female,50,Intermediate,Flexibility,Forward Fold
20.2,Female,19,Advanced,Fat Loss,Mountain Climbers
23.6,Female,21,Advanced,Flexibility,Pigeon Pose
27.0,Female,55,Advanced,Endurance,Wall Sit
20.0,Male,57,Beginner,Strength,Lat Pulldown
19.9,Female,22,Intermediate,Strength,Pull Ups
29.1,Male,22,Intermediate,Flexibility,Pigeon Pose
15.3,Male,26,Advanced,Endurance,Cycling (Outdoor)
25.1,Female,35,Advanced,Fat Loss,Goblet Squat
24.4,Male,35,Intermediate,Fat Loss,Running (Treadmill)
31.5,Male,22,Beginner,Endurance,Running (Outdoor)
28.3,Female,31,Intermediate,Endurance,Kettlebell Clean & Press
18.3,Female,46,Beginner,Fat Loss,Kettlebell Swing
19.1,Male,46,Advanced,Endurance,Cycling (Outdoor)
32.2,Male,55,Advanced,Flexibility,Deep Squat Hold
23.3,Female,36,Intermediate,Fat Loss,Elliptical Trainer
29.6,Male,58,Beginner,Strength,Deadlift
33.5,Male,32,Advanced,Strength,Machine Chest Fly
18.7,Female,60,Intermediate,Fat Loss,Jump Rope
17.9,Female,54,Intermediate,Endurance,Air Squats
21.5,Female,57,Intermediate,Flexibility,Deep Squat Hold
29.1,Female,47,Advanced,Fat Loss,Jump Rope
31.8,Male,26,Intermediate,Flexibility,Hamstring Stretch (Standing)
24.1,Female,59,Intermediate,Endurance,Kettlebell Clean & Press
16.7,Male,19,Advanced,Fat Loss,Mountain Climbers
23.8,Male,48,Intermediate,Flexibility,Deep Squat Hold
16.3,Female,60,Beginner,Flexibility,Hamstring Stretch (Standing)
16.6,Female,58,Advanced,Endurance,Plank
28.1,Female,49,Intermediate,Fat Loss,Dumbbell Lunges
30.9,Female,57,Intermediate,Endurance,Air Squats
17.8,Male,37,Beginner,Flexibility,Forward Fold
18.5,Female,33,Beginner,Endurance,Battle Ropes
31.5,Female,24,Beginner,Flexibility,Hamstring Stretch (Standing)
23.0,Male,55,Advanced,Fat Loss,Running (Treadmill)
18.9,Female,60,Advanced,Flexibility,Forward Fold
15.6,Female,54,Beginner,Strength,Barbell Squat
28.1,Male,56,Intermediate,Fat Loss,Jumping Jacks
30.7,Male,58,Intermediate,Strength,Leg Press
32.1,Female,50,Advanced,Fat Loss,Jumping Jacks
19.2,Male,47,Beginner,Endurance,Kettlebell Clean & Press
32.4,Male,50,Advanced,Endurance,Recumbent Bike
23.0,Male,54,Beginner,Strength,Dumbbell Rows
17.8,Female,20,Advanced,Flexibility,Forward Fold
16.3,Female,47,Beginner,Strength,Bench Press
29.9,Female,45,Beginner,Flexibility,Shoulder Pass-Throughs
29.6,Male,22,Intermediate,Endurance,Plank
22.5,Female,59,Advanced,Strength,Bench Press
16.6,Male,51,Intermediate,Endurance,Air Squats
32.0,Male,30,Beginner,Flexibility,Hamstring Stretch (Standing)
